2026-07-03 00:23:33.466 +00:00 [INF] Maintenance purge removed 1 expired session(s) and 6 expired cache entry(ies).
2026-07-03 00:27:03.922 +00:00 [INF] Cache hit for e7b4814dd0fd490fbb807acd40cd8b50 (https://www.wenxuecity.com/data/newscomment/5e779b2fb5a572382692cf9b0b9e7b7e.webp).
2026-07-03 00:27:03.925 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/5e779b2fb5a572382692cf9b0b9e7b7e.webp → 200 via cache in 0ms (1142B) [e7b4814dd0fd490fbb807acd40cd8b50]
2026-07-03 00:27:03.935 +00:00 [INF] Cache hit for cdc7d0b02dfa4fb3830feb62b9b83c38 (https://www.wenxuecity.com/data/newscomment/0990dce2d374d3dfec8200b546d906f7.webp).
2026-07-03 00:27:03.938 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/0990dce2d374d3dfec8200b546d906f7.webp → 200 via cache in 0ms (1932B) [cdc7d0b02dfa4fb3830feb62b9b83c38]
2026-07-03 00:27:03.950 +00:00 [INF] Cache hit for cebc2f1a637944928df468a68cc99f6e (https://www.wenxuecity.com/data/newscomment/96e30c69b3a03dfe296142b9e0e8e63e.webp).
2026-07-03 00:27:03.953 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/96e30c69b3a03dfe296142b9e0e8e63e.webp → 200 via cache in 0ms (1682B) [cebc2f1a637944928df468a68cc99f6e]
2026-07-03 00:27:03.967 +00:00 [INF] Cache hit for 0489cb2f9eff46dbbc6b8d5b74ba66b7 (https://www.wenxuecity.com/data/newscomment/878926229db4054d279b33a72be9348f.webp).
2026-07-03 00:27:03.970 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/878926229db4054d279b33a72be9348f.webp → 200 via cache in 0ms (1340B) [0489cb2f9eff46dbbc6b8d5b74ba66b7]
2026-07-03 00:27:03.991 +00:00 [INF] Cache hit for 39ebfc9ab1404c38bfec1de5b95765d7 (https://html-load.cc/script/d3d3Lndlbnh1ZWNpdHkuY29t.js).
2026-07-03 00:27:03.993 +00:00 [INF] Proxied GET https://html-load.cc/script/d3d3Lndlbnh1ZWNpdHkuY29t.js → 200 via cache in 1ms (473367B) [39ebfc9ab1404c38bfec1de5b95765d7]
2026-07-03 00:27:04.046 +00:00 [INF] Cache hit for 80ce6375a9c648318cb8d3b79b1a68c8 (https://www.wenxuecity.com/images/btn_search.jpg).
2026-07-03 00:27:04.049 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/btn_search.jpg → 200 via cache in 0ms (1906B) [80ce6375a9c648318cb8d3b79b1a68c8]
2026-07-03 00:27:04.059 +00:00 [INF] Cache hit for 24c0875554af4ed3be37b01e4527b612 (https://www.wenxuecity.com/images/bbgra1.png).
2026-07-03 00:27:04.061 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bbgra1.png → 200 via cache in 0ms (54946B) [24c0875554af4ed3be37b01e4527b612]
2026-07-03 00:27:04.073 +00:00 [INF] Cache hit for 7cc88c70f014492db14a1645e12160bf (https://www.wenxuecity.com/images/bbg2.webp).
2026-07-03 00:27:04.076 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bbg2.webp → 200 via cache in 0ms (13930B) [7cc88c70f014492db14a1645e12160bf]
2026-07-03 00:27:04.085 +00:00 [INF] Cache hit for 1482a6cb621e481abb515ded06c89ce9 (https://www.wenxuecity.com/images/bg_menubar.gif).
2026-07-03 00:27:04.087 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bg_menubar.gif → 200 via cache in 0ms (73B) [1482a6cb621e481abb515ded06c89ce9]
2026-07-03 00:27:04.099 +00:00 [INF] Cache hit for 204f5c7d86ff4479b781ab1e767c1e6c (https://www.wenxuecity.com/images/bg_mainmenu_selected.gif).
2026-07-03 00:27:04.104 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bg_mainmenu_selected.gif → 200 via cache in 0ms (927B) [204f5c7d86ff4479b781ab1e767c1e6c]
2026-07-03 00:27:04.115 +00:00 [INF] Cache hit for 12d530a6cd884dd6b27d23a0bca406c1 (https://www.wenxuecity.com/images/micw.svg).
2026-07-03 00:27:04.117 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/micw.svg → 200 via cache in 0ms (1696B) [12d530a6cd884dd6b27d23a0bca406c1]
2026-07-03 00:27:04.170 +00:00 [INF] Proxied GET https://srvb1.com/px.gif?ch=***REDACTED***&rn=***REDACTED*** → 200 via http in 25ms (842B) [1ed55bcd79ae4ee3836f72d578329cbe]
2026-07-03 00:27:04.232 +00:00 [INF] Proxied GET https://srvb1.com/px.gif?ch=***REDACTED***&rn=***REDACTED*** → 200 via http in 23ms (842B) [27995f654a9f4410900762e036976326]
2026-07-03 00:27:04.316 +00:00 [INF] Proxied GET https://api.wenxuecity.com/members/script/members.php?unic=***REDACTED*** → 200 via http in 71ms (2330B) [4911511f69df46e0af4854bc8915ac67]
2026-07-03 00:27:04.331 +00:00 [INF] Cache hit for 27150f6a323c4025a808b50cfe014589 (https://www.wenxuecity.com/news/js/recommendednews.js).
2026-07-03 00:27:04.333 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/js/recommendednews.js → 200 via cache in 0ms (603B) [27150f6a323c4025a808b50cfe014589]
2026-07-03 00:27:04.345 +00:00 [INF] Cache hit for ab63b7d9922b407ab74a58e6b4135320 (https://www.wenxuecity.com/js/wxcFunc.js).
2026-07-03 00:27:04.349 +00:00 [INF] Proxied GET https://www.wenxuecity.com/js/wxcFunc.js → 200 via cache in 0ms (500B) [ab63b7d9922b407ab74a58e6b4135320]
2026-07-03 00:27:04.365 +00:00 [INF] Cache hit for b8a3ff43dcab44dbaa7e90917b33ff1a (https://www.wenxuecity.com/news/js/view.js?v=05132024).
2026-07-03 00:27:04.368 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/js/view.js?v=***REDACTED*** → 200 via cache in 0ms (1226B) [b8a3ff43dcab44dbaa7e90917b33ff1a]
2026-07-03 00:27:04.451 +00:00 [INF] Proxied GET https://count.wenxuecity.com/service/count/script/do.php?type=***REDACTED***&id=***REDACTED***&n=***REDACTED***&out=***REDACTED*** → 200 via http in 72ms (89B) [dabc6da3c03c464b82757e4c07deb97f]
2026-07-03 00:27:04.465 +00:00 [INF] Cache hit for 50d98dbaf3ab4480b63e0ca20a9ab26e (https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202606250101/pubads_impl.js).
2026-07-03 00:27:04.468 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202606250101/pubads_impl.js → 200 via cache in 2ms (623876B) [50d98dbaf3ab4480b63e0ca20a9ab26e]
2026-07-03 00:27:04.558 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/ppub_config?ippd=***REDACTED***&pppnc=***REDACTED*** → 200 via http in 34ms (1990B) [d8c4f076091246ee96b7bb8a3b7e0965]
2026-07-03 00:27:04.630 +00:00 [INF] Proxied HEAD https://a.pub.network/core/imgs/1.png → 200 via http in 12ms (0B) [8ee0393f9f5e488d820a0fd4cd8dd03a]
2026-07-03 00:27:04.740 +00:00 [INF] Proxied GET https://d.pub.network/v2/sites/wenxuecity-com/configs?env=***REDACTED*** → 200 via http in 28ms (200918B) [0c9deb87e065471ba56846864db3502c]
2026-07-03 00:27:04.830 +00:00 [INF] Proxied POST https://www.wenxuecity.com/news/script/recommendednews.php?rec_arg_postid=***REDACTED*** → 200 via http in 72ms (11B) [2ad5b46de1ec4503984994f8850e99fe]
2026-07-03 00:27:04.865 +00:00 [INF] Proxied GET https://srvb1.com/?uid=***REDACTED***&oab=***REDACTED*** → 200 via http in 23ms (732B) [5e2c263d77cd4ecb88e495140b300ee2]
2026-07-03 00:27:04.877 +00:00 [INF] Cache hit for 2248a2055dc94a10857b932c0ec0627f (https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.wenxuecity.com).
2026-07-03 00:27:04.880 +00:00 [INF] Proxied GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=***REDACTED*** → 200 via cache in 1ms (327306B) [2248a2055dc94a10857b932c0ec0627f]
2026-07-03 00:27:04.952 +00:00 [INF] Cache hit for 465b665f930241dfb6f80220088e7233 (https://a.pub.network/wenxuecity-com/fsdata.json).
2026-07-03 00:27:04.958 +00:00 [INF] Proxied GET https://a.pub.network/wenxuecity-com/fsdata.json → 200 via cache in 1ms (177415B) [465b665f930241dfb6f80220088e7233]
2026-07-03 00:27:04.985 +00:00 [INF] Cache hit for 583fe1f6474d46eaa97b57320f9ae011 (https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606180101/gpt).
2026-07-03 00:27:04.988 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606180101/gpt → 200 via cache in 0ms (64887B) [583fe1f6474d46eaa97b57320f9ae011]
2026-07-03 00:27:05.035 +00:00 [INF] Proxied GET https://srvb1.com/?uid=***REDACTED***&oab=***REDACTED***&puburl=***REDACTED***&sessId=***REDACTED*** → 200 via http in 23ms (480B) [1206402cca164a42be1d538dbae84b36]
2026-07-03 00:27:05.085 +00:00 [INF] Proxied GET https://syndication.twitter.com/settings?session_id=***REDACTED*** → 200 via http in 33ms (869B) [b8d2388f93644c08b6119e7c971928d4]
2026-07-03 00:27:05.107 +00:00 [INF] Cache hit for 4d149f6ceb3840179e086b082595d5e4 (https://static.srvb1.com/m.js).
2026-07-03 00:27:05.110 +00:00 [INF] Proxied GET https://static.srvb1.com/m.js → 200 via cache in 0ms (8712B) [4d149f6ceb3840179e086b082595d5e4]
2026-07-03 00:27:05.123 +00:00 [INF] Cache hit for eccbac252f34466486f55bdebf38a667 (https://platform.twitter.com/js/button.2276a045429f6681b56da5eb1dcfa53c.js).
2026-07-03 00:27:05.127 +00:00 [INF] Proxied GET https://platform.twitter.com/js/button.2276a045429f6681b56da5eb1dcfa53c.js → 200 via cache in 0ms (7884B) [eccbac252f34466486f55bdebf38a667]
2026-07-03 00:27:05.204 +00:00 [INF] Proxied GET https://platform.twitter.com/widgets/tweet_button.1227a5674072e080ffb1ba14ac0c1079.en.html → 200 via http in 10ms (34546B) [e0d869f0b80840d29901a9ddfeba218c]
2026-07-03 00:27:05.267 +00:00 [INF] Proxied GET https://syndication.twitter.com/i/jot/embeds?l=***REDACTED***&session_id=***REDACTED*** → 200 via http in 35ms (43B) [2f917e6b148d4fcd97ea3aa7360215d6]
